index,source,title_en,summary_en,filename,topic_en,sentiment_polarity,sentiment_confidence,sentiment_reasoning,joy_weight,joy_confidence,joy_reasoning,trust_weight,trust_confidence,trust_reasoning,fear_weight,fear_confidence,fear_reasoning,surprise_weight,surprise_confidence,surprise_reasoning,sadness_weight,sadness_confidence,sadness_reasoning,disgust_weight,disgust_confidence,digust_reasoning,anger_weight,anger_confidence,anger_reasoning,anticipation_weight,anticipation_confidence,anticipation_reasoning
114,bbc_arabic,What are Trump's Real Goals Behind Imposing Tariffs? - Washington Post,"The article discusses the global reaction to the tariffs imposed by former US President Donald Trump and the potential for a trade war. The Washington Post attempts to understand the reasons behind the decision, finding the justifications ""weak."" The article highlights the impact of these tariffs on various countries, including African nations like Lesotho, which relies heavily on exports to the US. It also mentions the effect on Russia, whose stock market suffered losses despite being excluded from the tariffs. The article suggests that the tariffs could push African countries towards greater dependence on China and that Russia might face financial difficulties due to falling oil prices. Overall, the article conveys a sense of concern and uncertainty regarding the economic consequences of Trump's trade policies.",24_bbc-economic_20250420-060152.txt,Washington Post's Analysis,-0.3,85,"The sentiment is slightly negative as the Washington Post's analysis is critical of Trump's justifications, calling them 'weak'.",0.1,50,No joy is expressed.,0.6,70,The analysis is presented as trustworthy and objective.,0.3,60,Some fear regarding the potential consequences is implied.,0.2,55,Some surprise at the perceived illogical nature of the tariffs.,0.2,50,Some sadness related to the negative impacts.,0.1,45,Slight disgust at the perceived lack of justification.,0.2,50,Mild anger at the perceived unfairness.,0.4,65,Anticipation of further developments and consequences.
115,bbc_arabic,What are Trump's Real Goals Behind Imposing Tariffs? - Washington Post,"The article discusses the global reaction to the tariffs imposed by former US President Donald Trump and the potential for a trade war. The Washington Post attempts to understand the reasons behind the decision, finding the justifications ""weak."" The article highlights the impact of these tariffs on various countries, including African nations like Lesotho, which relies heavily on exports to the US. It also mentions the effect on Russia, whose stock market suffered losses despite being excluded from the tariffs. The article suggests that the tariffs could push African countries towards greater dependence on China and that Russia might face financial difficulties due to falling oil prices. Overall, the article conveys a sense of concern and uncertainty regarding the economic consequences of Trump's trade policies.",24_bbc-economic_20250420-060152.txt,"Impact on African Nations (Lesotho, Madagascar, Botswana, Angola, South Africa)",-0.8,95,"The sentiment is strongly negative due to the potential job losses and economic hardship in these nations, particularly Lesotho. The phrase 'العمل الوحيد الذي أعرفه' (the only work I know) highlights the vulnerability.",0.0,95,No joy is present.,0.1,50,Little trust in the US trade policies.,0.9,95,High fear of job losses and economic hardship.,0.3,60,Surprise at the imposition of high tariffs.,0.8,90,Significant sadness due to the potential negative consequences.,0.4,70,Disgust at the perceived unfairness of the tariffs.,0.7,85,Anger at the potential damage to their economies.,0.6,80,Anticipation of further economic difficulties.
116,bbc_arabic,What are Trump's Real Goals Behind Imposing Tariffs? - Washington Post,"The article discusses the global reaction to the tariffs imposed by former US President Donald Trump and the potential for a trade war. The Washington Post attempts to understand the reasons behind the decision, finding the justifications ""weak."" The article highlights the impact of these tariffs on various countries, including African nations like Lesotho, which relies heavily on exports to the US. It also mentions the effect on Russia, whose stock market suffered losses despite being excluded from the tariffs. The article suggests that the tariffs could push African countries towards greater dependence on China and that Russia might face financial difficulties due to falling oil prices. Overall, the article conveys a sense of concern and uncertainty regarding the economic consequences of Trump's trade policies.",24_bbc-economic_20250420-060152.txt,Impact on Russia,-0.5,90,The sentiment is negative due to the losses in the Russian stock market and the potential for economic difficulties related to oil prices.,0.0,95,No joy is present.,0.2,55,Low trust in the stability of the economic situation.,0.6,80,Fear of economic downturn and financial strain.,0.3,65,Surprise at the negative impact despite being excluded from the tariffs.,0.4,70,Sadness due to potential economic hardship.,0.2,55,Some disgust at the perceived unfairness.,0.4,75,Anger at the potential damage to the economy.,0.5,75,Anticipation of further economic challenges.
117,bbc_arabic,What are Trump's Real Goals Behind Imposing Tariffs? - Washington Post,"The article discusses the global reaction to the tariffs imposed by former US President Donald Trump and the potential for a trade war. The Washington Post attempts to understand the reasons behind the decision, finding the justifications ""weak."" The article highlights the impact of these tariffs on various countries, including African nations like Lesotho, which relies heavily on exports to the US. It also mentions the effect on Russia, whose stock market suffered losses despite being excluded from the tariffs. The article suggests that the tariffs could push African countries towards greater dependence on China and that Russia might face financial difficulties due to falling oil prices. Overall, the article conveys a sense of concern and uncertainty regarding the economic consequences of Trump's trade policies.",24_bbc-economic_20250420-060152.txt,Potential shift of African nations towards China,0.0,70,"The sentiment is neutral, as it describes a potential shift in economic dependence. It is not inherently positive or negative.",0.2,40,"Possible joy for China, but not for the African nations necessarily.",0.3,50,Some trust might be placed in China as an alternative partner.,0.4,60,Fear of over-dependence on China.,0.2,40,Possible surprise at the speed of the shift.,0.3,50,Sadness at the loss of opportunities with the US.,0.1,30,Possible disgust if the shift is seen as forced.,0.3,50,Anger at the situation that forces the shift.,0.6,70,Anticipation of the consequences of the shift.
118,bbc_arabic,Palestinian President Meets Syrian Counterpart in Damascus for the First Time Since 2007,"Palestinian President Mahmoud Abbas met with Syrian transitional leader Ahmed al-Shara in Damascus, marking the first such visit since al-Shara assumed power. This visit is part of a Palestinian diplomatic effort to strengthen bilateral relations. The visit was initially delayed by Israeli authorities preventing the passage of the Palestinian President's helicopters. The Palestinian delegation carried important files for discussion, emphasizing the importance of strong relations between Palestine and Syria, regardless of the political system. Key issues include shared strategic interests, the Israeli occupation, regional security, and the impact of the ""Iranian axis."" Discussions also covered the situation of Palestinian refugees in Syria, particularly the need for reconstruction of damaged camps and the return of displaced persons. Concerns about potential displacement of Palestinians from Gaza to Syria were dismissed as rumors. The visit also addresses the need for coordinated political positions in the region and the impact of Israeli policies on both Syria and Palestine. The article also mentions external pressures, particularly from the US, regarding political activities of Palestinian factions in Syria.",24_bbc-news_20250420-061852.txt,Palestinian-Syrian Relations,0.7,90,"The overall sentiment is positive due to the emphasis on strengthening ties and shared strategic interests, as suggested by phrases like 'تعزيز العلاقات الثنائية بين البلدين' and 'دولة فلسطين حريصة كل الحرص على إقامة أوثق العلاقات مع الدولة السورية'.",0.4,70,The meeting itself and the prospect of improved relations evoke some joy.,0.6,80,The emphasis on strategic interests and cooperation suggests a degree of trust.,0.2,60,There's a slight undercurrent of fear related to regional instability and external pressures.,0.3,50,"The visit itself, after a long hiatus, carries an element of surprise.",0.1,40,"Minimal sadness, mostly related to past issues.",0.0,90,No disgust is apparent in the context of this topic.,0.1,50,"Minimal anger, potentially related to past difficulties in the relationship.",0.7,85,The focus on future cooperation and shared goals creates a strong sense of anticipation.
119,bbc_arabic,Palestinian President Meets Syrian Counterpart in Damascus for the First Time Since 2007,"Palestinian President Mahmoud Abbas met with Syrian transitional leader Ahmed al-Shara in Damascus, marking the first such visit since al-Shara assumed power. This visit is part of a Palestinian diplomatic effort to strengthen bilateral relations. The visit was initially delayed by Israeli authorities preventing the passage of the Palestinian President's helicopters. The Palestinian delegation carried important files for discussion, emphasizing the importance of strong relations between Palestine and Syria, regardless of the political system. Key issues include shared strategic interests, the Israeli occupation, regional security, and the impact of the ""Iranian axis."" Discussions also covered the situation of Palestinian refugees in Syria, particularly the need for reconstruction of damaged camps and the return of displaced persons. Concerns about potential displacement of Palestinians from Gaza to Syria were dismissed as rumors. The visit also addresses the need for coordinated political positions in the region and the impact of Israeli policies on both Syria and Palestine. The article also mentions external pressures, particularly from the US, regarding political activities of Palestinian factions in Syria.",24_bbc-news_20250420-061852.txt,Israeli Occupation and Policies,-0.8,95,"The sentiment is negative due to the focus on the 'occupation الإسرائيلي' and its impact on both Palestine and Syria. The article mentions 'حرب إبادة واحتلال إسرائيلي في قطاع غزة', highlighting the negative impact of Israeli actions.",0.0,95,No joy associated with the Israeli occupation.,0.0,95,No trust in the context of the Israeli occupation.,0.8,90,The occupation and its consequences evoke significant fear.,0.1,40,"Minimal surprise, as the occupation is an ongoing issue.",0.7,85,The occupation and its impact on people's lives cause sadness.,0.6,80,The actions associated with the occupation can generate disgust.,0.8,90,The occupation is a source of significant anger.,0.3,60,Some anticipation regarding potential future developments related to the occupation.
120,bbc_arabic,Palestinian President Meets Syrian Counterpart in Damascus for the First Time Since 2007,"Palestinian President Mahmoud Abbas met with Syrian transitional leader Ahmed al-Shara in Damascus, marking the first such visit since al-Shara assumed power. This visit is part of a Palestinian diplomatic effort to strengthen bilateral relations. The visit was initially delayed by Israeli authorities preventing the passage of the Palestinian President's helicopters. The Palestinian delegation carried important files for discussion, emphasizing the importance of strong relations between Palestine and Syria, regardless of the political system. Key issues include shared strategic interests, the Israeli occupation, regional security, and the impact of the ""Iranian axis."" Discussions also covered the situation of Palestinian refugees in Syria, particularly the need for reconstruction of damaged camps and the return of displaced persons. Concerns about potential displacement of Palestinians from Gaza to Syria were dismissed as rumors. The visit also addresses the need for coordinated political positions in the region and the impact of Israeli policies on both Syria and Palestine. The article also mentions external pressures, particularly from the US, regarding political activities of Palestinian factions in Syria.",24_bbc-news_20250420-061852.txt,Palestinian Refugees in Syria,-0.6,90,"The sentiment is negative due to the focus on the suffering of Palestinian refugees, the destruction of their camps, and displacement. The article mentions 'تضرر غالبية المخيمات الفلسطينية من الحرب الأهلية' and 'نزح نحو 200 ألف لاجئ فلسطيني قسراً لخارج سوريا', highlighting the negative situation.",0.0,95,No joy associated with the situation of the refugees.,0.2,40,"Limited trust, potentially related to promises of assistance.",0.7,85,The refugees' situation evokes significant fear and uncertainty.,0.2,50,Some surprise related to the extent of the damage and displacement.,0.8,90,The plight of the refugees causes significant sadness.,0.3,60,The conditions in the camps may generate disgust.,0.5,75,The refugees' situation can be a source of anger.,0.6,80,Anticipation regarding potential future improvements and return to their homes.
121,bbc_arabic,Palestinian President Meets Syrian Counterpart in Damascus for the First Time Since 2007,"Palestinian President Mahmoud Abbas met with Syrian transitional leader Ahmed al-Shara in Damascus, marking the first such visit since al-Shara assumed power. This visit is part of a Palestinian diplomatic effort to strengthen bilateral relations. The visit was initially delayed by Israeli authorities preventing the passage of the Palestinian President's helicopters. The Palestinian delegation carried important files for discussion, emphasizing the importance of strong relations between Palestine and Syria, regardless of the political system. Key issues include shared strategic interests, the Israeli occupation, regional security, and the impact of the ""Iranian axis."" Discussions also covered the situation of Palestinian refugees in Syria, particularly the need for reconstruction of damaged camps and the return of displaced persons. Concerns about potential displacement of Palestinians from Gaza to Syria were dismissed as rumors. The visit also addresses the need for coordinated political positions in the region and the impact of Israeli policies on both Syria and Palestine. The article also mentions external pressures, particularly from the US, regarding political activities of Palestinian factions in Syria.",24_bbc-news_20250420-061852.txt,US Pressure on Syria,-0.3,70,"The sentiment is somewhat negative due to the external pressure on Syria to limit Palestinian political activity. While the article presents it neutrally, the implications of such pressure are generally negative for Palestinian autonomy.",0.0,90,No joy associated with US pressure.,0.1,30,Minimal trust in the motivations behind the pressure.,0.4,70,The pressure creates some fear of potential negative consequences.,0.3,60,Some surprise regarding the specific demands.,0.2,50,A slight sadness related to the limitations on Palestinian activity.,0.2,40,Some disgust at the perceived unfairness of the pressure.,0.3,60,The pressure can be a source of anger.,0.4,70,Anticipation regarding how Syria will respond to the pressure.
122,bbc_arabic,Palestinian President Meets Syrian Counterpart in Damascus for the First Time Since 2007,"Palestinian President Mahmoud Abbas met with Syrian transitional leader Ahmed al-Shara in Damascus, marking the first such visit since al-Shara assumed power. This visit is part of a Palestinian diplomatic effort to strengthen bilateral relations. The visit was initially delayed by Israeli authorities preventing the passage of the Palestinian President's helicopters. The Palestinian delegation carried important files for discussion, emphasizing the importance of strong relations between Palestine and Syria, regardless of the political system. Key issues include shared strategic interests, the Israeli occupation, regional security, and the impact of the ""Iranian axis."" Discussions also covered the situation of Palestinian refugees in Syria, particularly the need for reconstruction of damaged camps and the return of displaced persons. Concerns about potential displacement of Palestinians from Gaza to Syria were dismissed as rumors. The visit also addresses the need for coordinated political positions in the region and the impact of Israeli policies on both Syria and Palestine. The article also mentions external pressures, particularly from the US, regarding political activities of Palestinian factions in Syria.",24_bbc-news_20250420-061852.txt,Ahmed al-Shara's Transitional Leadership in Syria,0.2,60,"The sentiment is neutral to slightly positive. The article presents Al-Shara's leadership as a new opportunity for improved relations, but also acknowledges the challenges he faces.",0.2,40,Some joy related to the possibility of positive change.,0.4,50,Some trust in the new leadership's intentions.,0.3,60,Fear related to the ongoing challenges in Syria.,0.3,50,The new leadership itself is somewhat surprising.,0.2,40,Some sadness related to the past situation in Syria.,0.1,30,Minimal disgust.,0.2,40,Some anger related to past issues.,0.6,70,Anticipation regarding the future direction of Syria under the new leadership.
123,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,US-Europe Trade Agreement,0.6,85,"The article discusses the possibility of a trade agreement, with both Trump and Meloni expressing optimism. The phrase 'اتفاق عادل' ('fair agreement') suggests a positive, though cautious, outlook.",0.4,70,"The prospect of an agreement brings some joy, but it's tempered by uncertainty.",0.5,75,Meloni's confidence ('متأكدة') contributes to a sense of trust in the possibility of an agreement.,0.3,65,Concerns about tariffs and past trade disputes introduce some fear.,0.2,50,The rapid progress or potential collapse of the agreement could bring surprise.,0.1,40,The history of trade disputes contributes a small amount of sadness.,0.1,30,Some might feel disgust towards unfair trade practices.,0.2,55,Trump's past criticisms of the EU suggest some anger towards their trade policies.,0.7,80,The ongoing negotiations and potential outcomes generate anticipation.
124,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,Donald Trump,0.4,75,"Trump is portrayed as open to a trade agreement but insists on fairness. His past actions and statements create a mixed sentiment. His previous criticism of the EU: 'زاعماً أن الاتحاد تأسس للإضرار بالولايات المتحدة' ('claiming that the union was founded to harm the United States') shows negative sentiment, but his current openness tempers it.",0.2,40,Potentially pleased with the attention and negotiation.,0.3,50,Some trust in his ability to negotiate a favorable deal.,0.4,60,His unpredictable nature generates fear.,0.4,65,Known for surprising policy shifts.,0.1,30,Some sadness from past trade disputes.,0.2,45,His protectionist policies may cause disgust.,0.3,55,His confrontational style can provoke anger.,0.6,70,Uncertainty about his future actions creates anticipation.
125,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,Giorgia Meloni,0.7,80,"Meloni is presented positively as a bridge between the US and EU and as a strong leader. Her statement 'أفخر بالجلوس هنا رئيسةً لوزراء إيطاليا التي تتمتع اليوم بوضع ممتاز' ('I am proud to sit here as Prime Minister of Italy, which today enjoys an excellent position') shows confidence and pride.",0.6,75,Her success and influence bring joy.,0.7,80,Seen as a reliable and capable leader.,0.1,30,"Limited fear, mostly related to potential political risks.",0.2,40,Potential for surprising diplomatic achievements.,0.1,25,Minimal sadness.,0.1,20,Minimal disgust.,0.2,35,Some anger from political opponents.,0.6,70,Anticipation of her future role in international relations.
126,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,EU-US Relations,-0.2,70,"The article mentions 'علاقات متصدعة' ('strained relations') and 'مخاوف متزايدة' ('growing concerns'), indicating a negative sentiment. However, Meloni's efforts to bridge the gap offer some hope.",0.1,30,Limited joy due to strained relations.,0.2,40,Limited trust due to past disputes.,0.5,70,Fear of further deterioration in relations.,0.3,50,Potential for surprising developments.,0.4,60,Sadness over the current state of relations.,0.3,50,Disgust at the perceived unfairness of trade practices.,0.4,60,Anger over past disputes and policies.,0.5,65,Anticipation of future developments and potential improvements.
127,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,Trump's Tariffs,-0.6,85,"The article highlights 'رسوماً جمركية بنسبة 20 في المئة' ('20 percent tariffs') and 'تأثير العالمي للرسوم الجمركية التي فرضها ترامب' ('global impact of tariffs imposed by Trump'), indicating a negative sentiment due to the potential economic harm. Meloni calling the tariffs 'أمر خاطئ تماماً' ('completely wrong') reinforces this negative view.",0.0,10,No joy associated with tariffs.,0.1,20,Limited trust in the benefits of tariffs.,0.7,80,Fear of economic consequences.,0.2,40,Potential for surprising economic effects.,0.5,70,Sadness over economic damage.,0.6,75,Disgust at the perceived unfairness of tariffs.,0.7,80,Anger over the imposition of tariffs.,0.3,50,Anticipation of the long-term effects of tariffs.
128,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,Italy's Economic Situation,0.8,80,Meloni's statement that Italy is 'بلد مستقر وموثوق' ('a stable and reliable country') and that her government has 'خفض التضخم وتحسين مستوى التوظيف' ('reduced inflation and improved employment levels') indicates a very positive sentiment.,0.8,85,Joy over the improved economic situation.,0.7,80,Trust in the stability and reliability of the Italian economy.,0.1,20,Minimal fear related to the economy.,0.2,30,Potential for surprising economic growth.,0.1,15,Minimal sadness.,0.0,10,No disgust.,0.1,20,Some anger from political opponents.,0.7,75,Anticipation of continued economic growth.
129,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,NATO Military Spending,-0.3,65,"The article mentions that Italy doesn't meet the 2% spending target, which is a point of contention with Trump. This indicates a somewhat negative sentiment. The phrase 'نقطة خلاف رئيسية' ('a major point of contention') highlights the negative aspect.",0.0,10,No joy associated with insufficient spending.,0.1,20,Limited trust in Italy's commitment to the target.,0.5,70,Fear of repercussions from not meeting the target.,0.2,40,Potential for surprising increases in spending.,0.3,50,Sadness over the inability to meet the target.,0.2,30,Some disgust at the perceived lack of commitment.,0.4,60,Anger from Trump over the insufficient spending.,0.4,60,Anticipation of future spending increases.
130,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,Immigration,-0.4,70,Meloni's support for the 'الحرب ضد الهجرة غير الشرعية' ('war against illegal immigration') suggests a negative sentiment towards illegal immigration. The term 'war' implies a strong negative stance.,0.1,20,"Limited joy, perhaps from supporters of stricter immigration policies.",0.2,30,Trust from those who believe stricter policies are necessary.,0.6,75,Fear related to the perceived negative impacts of illegal immigration.,0.2,40,Potential for surprising policy changes.,0.4,60,Sadness over the humanitarian aspects of immigration.,0.5,70,Disgust at the perceived negative consequences of illegal immigration.,0.6,75,Anger towards illegal immigrants or the policies that allow it.,0.4,60,Anticipation of future policy changes and their impacts.
131,bbc_arabic,Trump and Meloni Discuss Opportunities for a Trade Agreement Between the United States and Europe,"US President Donald Trump and Italian Prime Minister Giorgia Meloni discussed the possibility of reaching a trade agreement between the US and Europe during Meloni's visit to Washington. Trump stated that a trade agreement is possible but must be fair, while Meloni expressed confidence in reaching an agreement, aiming to ""make the West great again."" Meloni is the first European leader to visit Washington since Trump imposed tariffs on EU imports. They discussed military spending, immigration, and tariffs. Meloni hopes to act as a bridge between the EU and the US, given strained relations and concerns about Trump's tariffs. Trump had previously criticized the EU's trade practices. Meloni secured a commitment from Trump to visit Rome and potentially meet with other European leaders. She also aligned herself with Trump's views on immigration and ""woke ideology."" She promoted Italy's strong economic performance under her leadership. While no immediate tariff breakthroughs were achieved, Meloni's visit is seen as a potential victory in improving US-EU relations.",2_bbc-economic_20250420-055830.txt,Woke Ideology,-0.5,60,Meloni's criticism of 'أيديولوجيا اليقظة' ('woke ideology') suggests a negative sentiment towards it. The criticism implies a disapproval of the ideology's principles.,0.1,20,"Limited joy, perhaps from those who oppose the ideology.",0.1,20,Limited trust in the ideology's principles.,0.5,65,Fear related to the perceived negative impacts of the ideology.,0.2,40,Potential for surprising developments related to the ideology.,0.3,50,Sadness over the perceived negative impacts of the ideology.,0.5,65,Disgust at the ideology's principles.,0.5,65,Anger towards the ideology and its proponents.,0.3,50,Anticipation of future developments related to the ideology.
132,bbc_arabic,American Design and Chinese Manufacturing: How Apple Got Caught in the Heart of the Conflict?,"The article discusses Apple's reliance on China for manufacturing its products, particularly iPhones, and how this dependence has placed the company in the middle of the trade conflict between the US and China. Despite designing its products in California, Apple manufactures a significant portion of its devices and components in China. Former US President Trump's tariffs on Chinese imports have created uncertainty for Apple, even though some electronics were temporarily exempted. The article explores the intertwined relationship between the US and Chinese economies, highlighting how China has benefited from hosting Apple's assembly lines. While Apple has begun to diversify its supply chain to countries like Vietnam and India, China remains a crucial manufacturing hub. The article also touches on the increasing competition Apple faces from Chinese companies and the challenges it faces in the Chinese market due to government regulations and economic factors. The future remains uncertain for Apple as it navigates the complex geopolitical landscape.",2_bbc-news_20250420-061525.txt,Apple's reliance on China for manufacturing,-0.2,85,"The article presents a balanced view, but the inherent vulnerability implied by dependence suggests a slightly negative sentiment.",0.1,60,Little joy is associated with this topic.,0.3,70,"There is some reliance, which can be seen as trust, but also a vulnerability.",0.6,80,The reliance creates vulnerability and potential fear of disruption.,0.2,65,The extent of the reliance might be surprising to some.,0.3,70,The potential disruption and vulnerability may cause sadness.,0.1,60,Not much disgust is directly related to this topic.,0.2,65,Some anger might be directed at the situation.,0.5,75,There is anticipation about the future of this reliance.
133,bbc_arabic,American Design and Chinese Manufacturing: How Apple Got Caught in the Heart of the Conflict?,"The article discusses Apple's reliance on China for manufacturing its products, particularly iPhones, and how this dependence has placed the company in the middle of the trade conflict between the US and China. Despite designing its products in California, Apple manufactures a significant portion of its devices and components in China. Former US President Trump's tariffs on Chinese imports have created uncertainty for Apple, even though some electronics were temporarily exempted. The article explores the intertwined relationship between the US and Chinese economies, highlighting how China has benefited from hosting Apple's assembly lines. While Apple has begun to diversify its supply chain to countries like Vietnam and India, China remains a crucial manufacturing hub. The article also touches on the increasing competition Apple faces from Chinese companies and the challenges it faces in the Chinese market due to government regulations and economic factors. The future remains uncertain for Apple as it navigates the complex geopolitical landscape.",2_bbc-news_20250420-061525.txt,US-China trade conflict,-0.6,90,"The conflict is inherently negative, disrupting established trade relationships and creating uncertainty.",0.0,95,No joy is associated with trade conflicts.,0.1,60,Trust between the countries is low.,0.7,85,The conflict generates significant fear and uncertainty.,0.4,75,The rapid escalation of the conflict can be surprising.,0.6,80,The conflict causes sadness due to the disruption.,0.5,75,The conflict can be seen as distasteful.,0.7,85,The conflict generates anger on both sides.,0.6,80,There is anticipation about the future of the conflict.
